anomaly_id,name,desc,level,image,success_event_ids,source_file,localisation_source_file
GREATEST_SHOW_CAT,Bright Object Detected,"A brightly lit object has been detected on an asteroid in §Y[from.System.GetName]§!.\n\nConstructed of highly advanced materials, it is broadcasting a steady stream of radio waves on all frequencies. Our scanners indicate no explosive or volatile compounds contained within. It seems safe to approach and study further.",2,GFX_evt_asteroid_field,astral_planes.6010,101_anomaly_categories_astral_planes.txt,astral_planes_l_english.yml
BLACK_HOLE_INSTABLE_CAT,$sc_black_hole$ Instability,"Our scanners have detected significant deviations from the expected physical properties of the black hole in the [from.System.GetName] system. Its gravitational forces are unpredictable, resulting in noticeable temporal inconsistencies from one point in space to another.",5,GFX_evt_black_hole,astral_planes.6020,101_anomaly_categories_astral_planes.txt,astral_planes_l_english.yml
SPONTANEOUS_EXPLOSIONS_CAT,Spontaneous Explosions,"We have detected spontaneous explosions on the surface of §Y[this.GetName]§!. With no orbiting warships or detectable surface life, the cause of these massive blasts remains unknown.",3,GFX_evt_nuclear_explosion,astral_planes.6060,101_anomaly_categories_astral_planes.txt,astral_planes_l_english.yml
STORMS_PREC_WM_ONE,Ancient Shelter,We have identified several obscured subterranean structures on [From.Planet.GetName] that appear to be of considerable age. We should take this opportunity to investigate.,@precursor_easy,GFX_evt_relic_world_street,cstorms.105,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_PREC_ONE,Ancient Signals,We've picked up a series of strange electronic signals inside this system. Preliminary data shows these transmissions might be thousands of years old. Our crew is keen to find their origin.,@precursor_easy,GFX_evt_ship_in_orbit,cstorms.205,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
crimson_crawlers_category,Crimson Coverage,A scarlet planet was surveyed in the [From.GetStarName] system. The intensity of the color is remarkable. We should investigate.,3,GFX_evt_crimson_crawlers,cstorms.1255,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_ANTS,The Organic Comet,A cosmic storm has left behind a comet of unusual composition. It appears to be made of organic material. Our [solar_system.Owner.GetScientistPlural] are keen to investigate.,3,GFX_evt_asteroid_field,cstorms.5020,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_BRAIN,Existentialist Dissipation,"Ever since a $shroud_storm$ raged through this system, we've been receiving strange signals. However, as soon as our [Root.Owner.GetScientistPlural] try to answer this cacophony of hails, it dissipates again. They recommend sending a science vessel.",5,GFX_evt_cosmic_storms_shroud_storm,cstorms.5025,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_STAT,Confusing Composition,This orbiting object has been left behind by a passing cosmic storm. It looks like a space station but scans of its structural composition is returning most confusing results. We recommend investigating.,3,GFX_evt_ruined_system,cstorms.5030,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
but_they_are_cute_category,But They're Cute!,"After a survey of [From.Planet.GetName], a strange creature was discovered. Despite having only been among us for a short time, it has already instilled a deep  desire to nurture and protect it. Further study is advised.",2,GFX_evt_but_they_are_cute,cstorms.1500,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
terrestial_telescope_category,Terrestrial Telescopes,"Scans performed by the [fleet.GetName] indicate the presence of a derelict space station in the [From.GetStarName] System.\n\nIt looks like it was deposited there by a passing cosmic storm. Life signs return negative, and there are no power signals of any kind. Two massive telescopes protrude from opposite sides of the station. These optical instruments appear advanced, and far too large relative to the station's size. The technology and architecture are not yet familiar to us.\n\nWe could attempt to reactivate the telescopes, as this could yield some interesting insights.",3,GFX_evt_space_station,cstorms.1605,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
the_imitator_category,The Imitator,"A lone escape pod was spotted during a recent survey. Strangely, the pod hailed us using a data signature matching that of our own. The pod seems to have been displaced by a recent cosmic storm that passed through the system. Investigation is recommended.",3,GFX_evt_space_debris,cstorms.1550,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_POLYCHROMATIC,Polychromatic Star,"The passing of a cosmic storm through [from.solar_system.GetName] has transformed the visual appearance of the system's star. In the aftermath of the storm, the star's coronal layer presents as a swirl of ever-changing colors, ejecting polychromatic flares in all directions. The phenomenon warrants further analysis.",2,GFX_evt_star_pulsar,cstorms.5035,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_TRIPLETS,Asteroid Triplets,"A passing cosmic storm deposited three new asteroids in [from.solar_system.GetName]. These celestial bodies are prone to inexplicable changes of direction, making it impossible to predict their trajectories. Further research is needed.",2,GFX_evt_crystal_asteroids,cstorms.5040,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_ANOM_TRAVELLERS,Aftermath Distress Signal,In the aftermath of the §H[from.GetAffectedStormType]§! an unidentified distress signal has been detected in §H[from.solar_system.GetName]§!.,2,GFX_evt_ship_in_orbit,cstorms.5050,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_COSMIC_SLUDGE,Cosmic Sludge,Mass sensors monitoring §H[from.solar_system.GetName]§! are showing erratic readings in the aftermath of the §H[from.GetAffectedStormType]§!.\n\nSystem diagnostics show no sign of a technical error with the equipment. These readings require further investigation.,2,GFX_evt_star_chart,cstorms.5060,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_SHATTERED_SATTELITE,Shattered Satellite,"In the aftermath of the §H[from.GetAffectedStormType]§!, an unidentified object has been detected in §H[from.solar_system.GetName]§!. Further analysis of this debris could provide valuable insights.",2,GFX_evt_star_chart,cstorms.5070,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_EVISCERATED_FAUNA,Foreign Object,Sensors in §H[from.solar_system.GetName]§! have detected an unknown object brought into the system by the recent §H[from.GetAffectedStormType]§!.\n\nCloser inspection is needed to verify the nature of the anomaly.,2,GFX_evt_star_chart,cstorms.5080,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
STORMS_DISPLACED_TIYANKI,Displaced Tiyanki,In the aftermath of the $default_storm$ our sensors have detected three Tiyanki signatures in §H[solar_system.GetName]§!.,2,GFX_evt_tiyanki_family,cstorms.5090,102_anomaly_categories_cosmic_storms.txt,cosmic_storms_l_english.yml
strange_signal_category,A Curious Signal,"Although [Root.GetName] appears totally desolate and devoid of life, our scanners have picked up an encrypted signal emanating from it.",2,GFX_evt_cold_barren,federations2.1,92_anomaly_categories_federations.txt,federations_l_english.yml
SEA_CRYSTAL_CAT,Floating Value,"Starlight can be seen glinting off an unusually large object, just under the ocean surface of [Root.GetName].",3,GFX_evt_ship_in_orbit,federations3.100,92_anomaly_categories_federations.txt,federations_l_english.yml
WENKWORT_CAT,Planetscape Garden,"This entire world is unusually picturesque - suspiciously so, perhaps. What forces are at work that could have caused this?",4,GFX_evt_continental,federations3.115,92_anomaly_categories_federations.txt,federations_l_english.yml
ANCREL_RUBRICATOR_CAT,Weapon Trails,Faint traces of weapon radiation indicative of a military spacecraft have been detected on [From.GetName].,4,GFX_evt_space_debris,ancrel.4010,93_anomaly_categories_ancient_relics.txt,ancient_relics_events_l_english.yml
ANCREL_ARC_CAT,Alien Site,Check out the alien signal,3,GFX_evt_alien_cavemen,ancrel.107,93_anomaly_categories_ancient_relics.txt,ancient_relics_events_l_english.yml
ANCREL_MECHANO_CAT,A Planetary Machine,"This planet is covered from pole to pole in rusting, ancient machinery, much of which is itself covered in an unidentified, organic tissue. What manner of creatures could have built this technological curiosity, and what happened to them?",5,GFX_evt_relic_world,ancrel.2050,93_anomaly_categories_ancient_relics.txt,ancient_relics_events_l_english.yml
DISTAR_WRECK_CAT,Supply Ship Wreckage,Sensors report a shipwreck of unidentified origin has been sighted in orbit of [Root.GetName].,2,GFX_evt_ship_in_orbit,distar.1,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_FLARE_CAT,Traces of Civilization,"Despite the planet's lack of atmosphere, there is evidence of some kind of artificial structures on [From.GetName] that may indicate a past civilization.",1,GFX_evt_dead_city,distar.6,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_RAINBOW_CAT,Rainbow in the Dark,"The accretion disk around [From.GetName] exhibits a remarkable refraction spectrum, not unlike that of a rainbow. What could be causing it?",4,GFX_evt_black_hole,distar.15,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_HOLO_CAT,Fleet Signatures,Readings suggest the presence of an unknown fleet in orbit of [From.GetName]. They do not respond to hails.,4,GFX_evt_black_hole,distar.20,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_ROBO_CAT,Symmetrical Structures,Scanners indicate an unusually high level of symmetry on the surface of [From.GetName].,1,GFX_evt_ship_in_orbit,distar.25,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_NANO_CAT,Gray Goo,"The planetary body [From.GetName] appears to be covered in some manner of grayish substance, possessing strange properties and varying metallic composition.",4,GFX_evt_ship_in_orbit,distar.40,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_FLOW_CAT,Heavy Readings,Highly irregular gravitational readings surround [From.GetName].,2,GFX_evt_ship_in_orbit,distar.45,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_LOST_CAT,Movement in the Clouds,"There is movement in the upper atmosphere of [From.GetName], as though a ship was gliding hurriedly through the clouds.",2,GFX_evt_gas_giant,distar.50,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_TIME_CAT,Ship Fragments,There are fragments of an unknown vessel in close orbit of [From.GetName].,1,GFX_evt_space_debris,distar.60,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_CLONE_CAT,Murky Vats,Initial imaging of the ruined [From.GetName] ring world indicates a number of intact vats located on some of the dilapidated sections. Whatever these vats might hold is unknown.,6,GFX_evt_megastructure_construction,distar.70,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_GEODE_CAT,Secret Heart,Resonance imaging of the [From.GetName] asteroid suggests an internal composition consisting of rare crystals.,5,GFX_evt_space_debris,distar.75,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_DEAD_GOD_CAT,Silent Behemoth,"[From.GetName] is remarkably aspherical, possessing some sort of enormous formation on its surface that defies geological models.",2,GFX_evt_ship_in_orbit,distar.80,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_ELECTRO_CAT,Webwork,Glowing webs of an unknown origin periodically illuminate the surface of [From.GetName].,2,GFX_evt_ship_in_orbit,distar.85,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_RUM_CAT,Familiar Compounds,The emission spectra of [From.GetName] suggest the gas giant's primary composition has the same molecular structure as a popular inebriant.,2,GFX_evt_ship_in_orbit,"distar.91, distar.90",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_SOOTHE_CAT,Resonant Crystals,Scans of [From.GetName] reveal a continental crust filled with resonant crystals. We may be able to make some use of them.,1,GFX_evt_ship_in_orbit,distar.95,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_SOOTHE_GC_CAT,Attractive Magnetism,"[From.GetName]'s magnetosphere is highly appealing to our research drones in orbit, for reasons they cannot explain. We should investigate further.",1,GFX_evt_ship_in_orbit,distar.100,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_EXO_CAT,Bizarre Blanket,Entire continents on [From.GetName] are blanketed in a strange growth that seems at odds with the rest of the planet's flora.,1,GFX_evt_alien_nature,distar.105,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_ICE_CAT,Inconsistent Readings,"The measured surface temperature of [From.GetName] is in the hundreds of degrees, despite its frozen surface. What could be causing these discrepancies?",1,GFX_evt_ship_in_orbit,distar.110,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_METAL_CAT,Impenetrable Clouds,The atmosphere of [From.GetName] is reflecting our sensors at radio frequencies. Something down there is interfering with our signals.,1,GFX_evt_toxic,distar.115,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_OCEAN_CAT,Deep Tunnels,Scans suggest an intricate system of tunnels lies hidden beneath the waters of [From.GetName]. What could have created them?,1,GFX_evt_ship_in_orbit,distar.120,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_COLLAPSE_CAT,Dilapidated Station,"Scarred by centuries of debris impacts, a dilapidated relic of a station hangs in orbit, trailing wearily behind [From.GetName]. Its decrepit state and unrecognized technology will require a team of specialists to investigate.",6,GFX_evt_space_station,distar.125,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_FOES_CAT,Doppelgangers,The primitives eking out an existence on the ashy plains of [From.GetName] are remarkably similar to the ones discovered on another tomb world in the same system.,3,GFX_evt_alien_cavemen,distar.131,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_DIAMOND_CAT,Heavy Pulse,"[From.GetName] pulses steadily, its helioseismology indicating an internal composition far denser than expected. What could be responsible for this surprising density?",2,GFX_evt_star_white,distar.140,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_MOLTEN_CAT,Volcanic Vents,A remarkable array of gases are being vented on [From.GetName] - ones not usually found on molten worlds. Some of these gases show promising industrial value.,1,GFX_evt_molten,distar.145,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_MERCURY_CAT,Deep Caverns,Interior imaging of [From.GetName] suggests massive underground caverns wait below the planet's surface. They may be worth investigation.,7,GFX_evt_ship_in_orbit,distar.150,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_WARFORM_CAT,Mysterious Construct,Some manner of artificial structure peaks out from between the toxic clouds of [From.GetName]'s atmosphere.,5,GFX_evt_toxic,distar.155,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_BRAINSLUG_CAT,Abandoned Settlements,Scans of [From.GetName] reveal what appear to be the abandoned settlements of a primitive society. What manner of fate could have befallen their builders?,4,GFX_evt_alien_nature,distar.170,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_THIRSTY_CAT,Waterless Canyons,"Canyons deep enough to be seen from orbit furrow the surface of [From.GetName], yet the planet is dry as a dustbowl. What could have happened to the water that once so profoundly carved [From.GetName]'s' stone?",1,GFX_evt_warm_barren,distar.180,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_FLYTRAP_CAT,Megaflora,"Plant life of truly incredible proportions dominates the landscape of [From.GetName], its vibrant colors and gargantuan size almost calling to our xeno-biologists.",1,GFX_evt_alien_nature,distar.185,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_LIVING_CAT,Haunting Sea,"There is something unusual, almost hypnotic about the soft undulations of the sea covering [From.GetName]. Its motions match no known projections for tidal behavior.",5,GFX_evt_ocean,distar.190,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_ZONE_CAT,Isolated Ruin,Sensors indicate an isolated pinprick of artificial structures on [From.GetName].,2,GFX_evt_ship_in_orbit,distar.220,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_RAT_CAT,Ruined Capital,Our initial survey of the [From.GetName] suggests this planet is the fallen capital of a lost empire whose junkyards we have encountered prior. A more thorough investigation may yield further information.,2,GFX_evt_city_ruins,distar.231,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_MED_CAT,Mysterious Tanker,"A derelict tanker of unknown origin orbits [From.GetName], its reservoirs heavy with some manner of organic substance.",5,GFX_evt_space_debris,distar.244,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_POD_CAT,Unidentified Drop Pods,"First thought to be asteroids, a halo of motionless drop pods surrounds [From.GetName].",3,GFX_evt_space_debris,distar.245,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_PHASE_CAT,Phased Planet,"Enigmatic energy readings surround [From.GetName], as though the entire planet is wavering in and out of existence.",10,GFX_evt_ship_in_orbit,"distar.250, distar.303, distar.302, distar.256",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_SOY_CAT,Overgrown Ruins,Sensors indicate there are artificial formations buried beneath rich vegetation on [From.GetName].,6,GFX_evt_ship_in_orbit,"distar.261, distar.260",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_SIGNAL_CAT,Interference,Ship sensors are picking up an unexplained pattern of interference in the [From.GetStarName] System.,1,GFX_evt_ship_in_orbit_2,distar.265,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_PUZZLE_CAT,Unscannable Object,"An object that reflects our sensors has been located in the [From.GetStarName] asteroid field, near [From.GetName]. Visual observation has identified the object as polygonal in shape, but due to lack of scanner data, little else is known.",1,GFX_evt_ship_in_orbit_2,distar.270,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_NANOCITY_CAT,Metallic Crystal Formations,"The geoscape of [From.GetName] is dominated by what appear from orbit to be silvery, metallic crystals of dimensions never-before-seen. From orbit, they eerily resemble skyscrapers. Closer study is warranted.",2,GFX_evt_ship_in_orbit_2,distar.275,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_NANOSAND_CAT,Metallic Sands,Scanners indicate the sandy dunes of [From.GetName] are almost entirely composed of granulate rare metals. Perhaps some valuable resources could be extracted from them.,2,GFX_evt_ship_in_orbit_2,distar.280,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
DISTAR_MEDGAS_CAT,Solid Core,"Despite expected projections, [From.GetName] has a particularly large solid core beneath its incredibly thick mantle of unique gases. Our scientists recommend further investigation.",3,GFX_evt_ship_in_orbit,distar.285,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
debris_gasgiant_category_temp,Ancient Hulk,A massive shipwreck of ancient design circles [From.GetName].,8,GFX_evt_ship_in_orbit,distar.1000,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
star_lifting_category,Deserted Star Platform,A defective platform of alien design is drifting aimlessly around a star. Perhaps closer study could reveal its purpose.,4,GFX_evt_star_pulsar,distar.1020,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
abandoned_outpost_category,Abandoned Observation Post,A tattered old observation post circles [big_rip_planet.GetName] but there are no signs of intelligent life on its surface. Closer investigation may give us the answer to why.,4,GFX_evt_ship_in_orbit,distar.1030,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
ast_debris_field_1_cat_2,$AST_DEBRIS_FIELD_1_CAT$,Sensors report a number of possible points of interest within the dense debris field surrounding [Root.GetName].,3,GFX_evt_space_debris,"distar.1050, distar.2000, distar.1080",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
atomic_clock_cat,$AST_DEBRIS_FIELD_1_CAT$,Sensors report a number of possible points of interest within the dense debris field surrounding [Root.GetName].,3,GFX_evt_space_debris,distar.1045,95_anomaly_categories_distant_stars.txt,megacorp_l_english.yml
gaia_planet_cat,Alien Activity,Our sensors are registering energy emissions indicative of alien activity on [Root.GetName].,3,GFX_evt_alien_nature,distar.1060,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
corrupt_data_cat,Corrupt Survey Data,Something in the [From.System.GetName] system is corrupting some of our sensory data. The source of the irregularity seems to be the planet [From.GetName].,4,GFX_evt_ship_in_orbit_2,distar.1065,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
irregular_energy_cat,Irregular Energy Emissions,Our sensors indicate odd irregularities in [From.GetName]'s energy emission pattern.,4,GFX_evt_ship_in_orbit,distar.1070,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
peculiar_patterns_cat,Peculiar Patterns,"Strange patterns, clearly visible even from space, are forming across the surface of [Root.GetName].",3,GFX_evt_ship_in_orbit_2,"distar.2010, distar.1095, distar.1090",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
tomb_world_cat,Tomb World,Unusual readings suggest there may be more to this desolate world than meets the eye.,4,GFX_evt_ship_in_orbit_2,"distar.2015, distar.2005",95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
alien_life_cat,Alien Life,Initial sensory readings from [From.GetName] suggest it could support alien life.,3,GFX_evt_alien_nature,distar.2020,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
moon_cat,Unusual Moon,There is something unusual about this moon.,3,GFX_evt_ship_in_orbit,distar.2025,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
time_loop_world,Shielded World,For reasons unknown [Root.GetName] has been enclosed within an impenetrable shield and the shield is cracking.,4,GFX_evt_ship_in_orbit,distar.2030,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
stolen_ship_cat,Armed Vessel,Preliminary scans of [From.GetName] indicate that a heavily-armed vessel is in orbit of the asteroid. It would be wise to proceed with caution.,3,GFX_evt_ship_in_orbit_2,distar.2040,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
transmitter_cat,Encrypted Transmission,We have come upon an encrypted datastream transmitting from a location on [From.GetName].,2,GFX_evt_ship_in_orbit_2,distar.2045,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_trojan_asteroid_cat,Unknown Insides,"Initial scans of the asteroid [From.GetName] suggest a dense mass of wrought metal within it, perhaps part of some machinery or other technology. Further scanning required for more detailed data.",3,GFX_evt_asteroid_field,distar.3000,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_impossible_organism_cat,Impossible Organism,"Unexpected life signs have been encountered on survey of the toxic planet [From.GetName]. Small, but significant.",6,GFX_evt_toxic,distar.3010,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_stranded_scientist_cat,Spacecraft Remains,"Bits and pieces of metal are strewn across [From.GetName]'s surface, encircling what looks like the hulk of a ship. The wreckage appears deserted, but energy readings remain.",4,GFX_evt_asteroid_field,distar.3020,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_molluscoid_miners_cat,Possible Inhabitants,"Optical scans of the planet [From.GetName] have revealed small hut-like structures littering parts of its surface, suggesting it is inhabited.",3,GFX_evt_warm_barren,distar.3030,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_alien_machine_cat,Alien Machine,"On the surface of [From.GetName] sits what appears to be a large machine, of unknown origin and purpose.",3,GFX_evt_asteroid_field,distar.3040,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_speed_demon_cat,Orbital Speed Demon,"Caught in an orbit around [From.GetName] is a small, unknown object moving at such a high speed it beggars belief.",4,GFX_evt_asteroid_field,distar.3050,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_breathing_rift_cat,Light Phenomenon,An unknown phenomenon has been discovered near [From.GetName]. It is causing light to be frequently refracted and occasionally even entirely blocked out.,3,GFX_evt_ship_in_orbit_2,distar.3060,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
disco_gray_cat,Surface Signature,A strange energy signature emanates from the barren and lifeless surface of [From.GetName].,3,GFX_evt_ship_in_orbit_2,graygoo.400,95_anomaly_categories_distant_stars.txt,distant_stars_l_english.yml
vultaum_1_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.5,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_2_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.10,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_3_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.15,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_4_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.20,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_5_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.25,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_6_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization in the vicinity of this gas giant.,@precursor_hard,GFX_evt_microscopic_life,precursor.30,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_7_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.35,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_8_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.40,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_9_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.45,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_10_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.50,96_anomaly_categories_precursors.txt,events_l_english.yml
vultaum_11_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this asteroid.,@precursor_hard,GFX_evt_mining_station,precursor.55,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_1_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.505,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_2_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.510,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_3_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.515,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_4_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.520,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_5_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this habitable world.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.525,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_6_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization in the vicinity of this gas giant.,@precursor_hard,GFX_evt_microscopic_life,precursor.530,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_7_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.535,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_8_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_medium,GFX_evt_ship_in_orbit,precursor.540,96_anomaly_categories_precursors.txt,events_l_english.yml
yuht_9_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this asteroid.,@precursor_hard,GFX_evt_mining_station,precursor.545,96_anomaly_categories_precursors.txt,events_l_english.yml
league_1_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization on this inhospitable rock.,@precursor_easy,GFX_evt_ship_in_orbit,precursor.1005,96_anomaly_categories_precursors.txt,events_l_english.yml
league_2_cat,$precursor_activity$,There are signs of activity by an ancient precursor civilization in the vicinity of this gas giant.,@precursor_easy,GFX_evt_microscopic_life,precursor.1010,96_anomaly_categories_precursors.txt,events_l_english.yml
